color,0,1,2,3,4,5,6,7,8,9
1,0.5683358,-0.61664873,-0.1207435,0.4993431,-0.13588114,1.6433513,-0.21432135,-0.6089394,0.00034250185,0.46220377
1,1.091277,-0.81206846,0.08612538,0.72631186,-0.13461201,1.7799971,-0.4831502,-0.23757006,-0.04669381,0.41656148
1,1.2440017,-0.8038734,-0.25716883,1.1056162,-0.61024326,1.1225078,0.16629294,-0.22464202,0.6381761,0.026136369
1,0.97925246,-1.2937665,0.88089883,0.4273029,-0.4922134,1.259145,-1.0016941,-0.23406227,0.19375303,-0.018042142
1,0.95907396,-0.776814,0.12367618,0.39092478,0.002107313,1.1354133,-0.87755114,-0.22447766,0.8045131,0.3582114
1,1.7261729,-0.69101954,0.8108273,1.12824,-1.0661743,0.794319,-1.2506825,0.091409884,0.15493076,-0.361597
1,1.4349494,-0.9433357,0.21268098,0.6791154,-0.6099886,1.3269107,-0.9545735,-0.02931323,-0.24254416,0.5010347
1,1.44557,-0.7648297,-0.4033066,-0.08931465,0.20345755,1.3753988,-0.98286426,-0.21476841,0.45815977,0.17177267
1,1.0913298,-0.37614354,0.25621653,0.35693228,0.12564802,1.459185,-1.2507923,-0.58079064,0.1411515,0.058288384
1,1.4563081,-0.9717879,0.19846171,0.052426435,-0.122365974,1.3319114,-1.3715695,-0.55862075,0.098257825,0.028522298
1,1.343555,-0.39788777,-0.4019206,0.29949325,-0.7113095,1.1861765,-0.9497915,0.33694652,0.26192808,0.1142058
1,0.55460507,-0.98325217,-0.052103963,-0.19587186,-0.43858573,1.4150271,-1.3408979,-0.5429853,0.5661126,-0.55278814
1,0.7068531,-0.7518234,0.067341916,0.5794092,0.36120266,1.7484748,-0.34117562,-0.32322645,1.1133536,0.23395248
1,1.0455173,-0.803679,-0.16932683,0.71093225,-0.3569308,1.2957903,0.06446586,-0.0057317987,0.41678688,0.23736611
1,0.8577708,-0.7608819,-0.37865642,0.22546804,-1.4365543,0.925391,-1.1511678,0.011577613,0.3685554,-0.026828583
1,1.1626873,-0.46549147,-1.0278095,0.48264506,-0.98601776,0.6600602,0.113033295,-0.446891,0.63847226,0.25672454
1,1.1187521,-0.51723236,-0.3349397,0.325331,-0.90452254,1.0785552,-0.5203841,-0.29843622,0.58002394,0.6412208
1,1.2021642,-0.8054596,-1.00817,0.21074483,-1.332813,0.97372603,-0.3724566,-0.051027607,0.14677791,0.3542505
1,0.3787262,-0.99703383,-1.3247082,0.5960302,-0.52947193,1.3670928,0.21969569,-0.27058238,0.2544106,0.7641753
1,0.43317074,-0.1483643,-1.3105239,-0.06585586,-0.9118703,1.2028027,-0.05110376,0.009943979,0.1915622,0.6642195
1,1.3939887,-0.7577429,-0.34128618,0.7277853,-0.9906342,0.7486813,-1.0684042,-0.31043085,0.94641316,-0.2302867
1,0.94747174,0.36761904,-0.72600496,0.38881275,-0.6928912,1.3468549,-0.26587856,-0.6048416,0.69122434,0.39901677
1,0.95946157,-0.22660545,-0.9571484,0.88175124,-0.55627745,1.0189059,-0.034836523,-0.68244857,0.66094524,0.33672842
1,0.9074269,-1.0256239,-0.3263455,0.40956843,-0.94296604,1.0904866,-0.78468037,-0.18921626,0.12001009,0.21986322
1,0.811915,-0.5990607,-1.1562963,0.5163235,-0.4651743,1.3376412,0.11549419,0.019670127,0.6952158,0.23340383
1,0.5518731,-0.48018846,-0.48737004,0.18035844,-0.48753542,1.2328322,0.024214404,-0.09941223,0.5469655,0.42976528
1,0.9428225,-1.2311641,-1.1242201,0.38913944,-1.1122208,1.0462043,-0.66173637,0.29796976,0.23662126,0.5074364
1,0.5871044,-0.6630669,-0.3011157,0.38255182,-0.94749,1.2455982,-0.86665785,-0.18366309,0.40233308,0.35748872
1,0.680526,-0.96264166,-0.79874134,-0.3629011,-0.09401253,1.5410503,-0.13710979,-0.83355594,1.003632,0.7008088
1,0.37641922,-0.5226783,-1.1702197,0.44548124,-0.2857115,1.061351,-0.24798676,-0.95866466,0.60807675,1.2590774
1,0.8923357,-0.6248539,-0.4232468,1.1267198,-0.2074771,1.4139777,0.13665196,-0.80250907,0.92529756,0.20579973
1,0.7193282,-0.3102596,-0.48047063,0.85166997,-1.1540432,0.8842895,-0.24021713,-0.7712367,0.41914636,0.4412
1,0.21211228,-0.23989542,-0.97465193,0.5870825,-1.129729,1.13527,-0.28232235,0.37413245,0.77459025,0.019539056
1,0.87208396,-0.2912336,-0.5767943,0.36829406,-0.712815,1.1263138,-0.6303578,-0.28414,0.27819654,0.6027024
1,0.6604493,-0.57000977,-0.6477231,0.7434828,0.02835089,1.4854178,-0.54970425,-0.74256116,0.41516772,0.25396246
1,1.0662178,-0.8451974,-0.38429666,0.98610747,-0.49889633,1.2727433,-0.4488261,-0.84775203,0.26671207,0.45368877
1,1.2780662,-0.63824856,-0.13816214,0.64180136,-0.7022994,1.1856309,-0.09793157,-1.085061,0.26006588,-0.016540797
1,0.24770273,0.08453965,-0.8077506,0.4818677,-0.5884112,1.603046,-0.25240785,-0.22429901,0.152038,0.7245258
1,0.852297,-0.7632721,-0.78901786,0.012315074,-0.46708024,1.4043132,0.23278157,-0.42354655,0.66153306,0.3965128
1,0.62921965,-0.5290016,-0.501854,0.4664343,0.10396362,1.6017469,-1.1018585,-0.5566301,0.8010683,-0.2738691
1,0.46422222,-0.41561836,-0.04601842,1.1595063,-0.38513133,1.6714942,0.22811566,-0.7200601,0.79198164,0.035644222
1,0.7137304,-0.9145096,-0.29429975,0.1034184,-0.43709946,1.1238985,-0.24426292,-0.692306,0.69371694,0.10032808
1,0.5192126,-1.234172,-0.39099902,0.17902501,-0.6285292,1.0843326,-1.299661,-0.45313755,1.0542703,0.06401837
1,0.85287285,-0.8535639,-0.57374364,0.45408902,-0.49134505,1.4450568,0.095477335,-0.04184583,0.6790718,0.15306841
1,1.3318096,-0.7637076,-0.08415368,0.73674417,-0.1777605,1.4953325,-0.741781,-0.6524273,0.26442346,0.09242327
1,0.6767943,-0.49631026,-0.33948448,0.9728701,-0.36478454,1.2868214,-0.83595663,0.015450012,1.1431241,0.5294094
1,0.37390813,-0.2527549,-1.1622018,0.83706164,-0.6996026,1.105655,-0.45193145,-0.43258142,0.31147447,0.4859636
1,0.60609007,-0.6846418,-1.1825463,0.5110809,-0.16810548,1.3896228,-0.5236443,0.23161015,0.69937515,0.45271048
1,0.21225704,0.21956086,-0.55345416,0.5653259,-2.238787,0.62260985,-0.25360292,0.21724714,0.086646155,-0.35276592
1,0.9571745,-0.019686807,-0.35368663,0.37408778,-1.649883,0.82977295,-0.8038741,-0.09854645,0.045533225,-0.026658766
1,1.3891435,-0.40458438,-0.50540125,0.34852645,-0.81584394,1.2403208,-0.5426503,-0.6305864,-0.119944796,0.616919
1,1.033734,-0.4620009,-0.7276568,0.2766168,-1.0025864,1.2274137,-0.69932216,-0.8316341,-0.7685869,0.31058332
1,0.8472083,-0.67801696,-0.98645097,-0.20380643,-1.2771854,0.9566875,-0.8476021,-0.7845187,-0.16483945,0.06691359
1,0.5670149,-0.34769052,-0.46569315,0.2577157,-1.1055278,1.2260889,-1.1546683,-0.20791261,-0.08161329,0.77904314
1,0.4652157,-0.7338481,-0.8910455,0.29113927,-0.16169547,1.5529301,-0.33750993,-0.8598335,0.22996014,1.0074059
1,1.513946,-0.35426393,-0.31347865,0.18292496,-0.51277924,1.924843,-0.47883612,-0.17143765,0.2293837,0.59548
1,1.0967201,-0.7252698,-0.39951003,0.2970213,-0.37019086,1.218915,-0.7939319,-1.1162484,0.14534165,0.42922857
1,1.0969677,-0.26650873,-0.8886893,0.38815174,0.16009709,1.8008249,-0.44120213,-0.6352943,0.608512,0.39554963
1,1.3098843,-0.24079283,-0.31011403,1.3226999,-0.18285477,1.5531349,-0.24378717,-0.88574946,0.27647847,0.34949392
1,0.81629395,-0.2732188,-0.35698125,1.0657895,-0.60621613,1.2035266,0.18722755,-0.6832274,0.33478713,0.25239056
1,0.91592175,-0.8232099,-0.7221056,0.807517,-0.12365457,1.2556022,-0.9783883,-1.108917,0.24397719,0.564061
1,0.6806474,-0.95527,-0.30406064,0.21214248,-1.3484039,1.4018818,-1.1671895,-0.113589175,0.20207433,0.0015365644
1,1.0568515,-0.41499162,-0.3624023,1.0375283,-0.65276283,1.469812,-0.16888078,-0.84462994,0.120314546,0.60733986
1,0.5484323,-0.10812651,-0.93781644,0.23020999,-0.08571842,1.3281054,-0.09998445,-1.1807439,0.8193276,0.48863086
1,0.90540695,-0.46914676,-0.38407212,0.3335191,-0.78536046,0.93763226,-0.7413595,-0.61050045,0.5846522,-0.26942778
1,0.85966486,-0.5084946,0.09601276,0.6624868,-0.35662842,1.0734435,-0.11506051,-1.0016011,0.78776085,-0.09881428
1,0.71907043,-0.21507524,-0.21406212,0.31306747,-0.908392,1.0537299,-0.38768625,-0.38340467,0.39062577,-0.18285127
1,1.1106267,-0.55387825,-0.8006252,0.91665584,-1.3621988,0.7174293,-0.637903,-0.29072985,-0.04769837,-0.4181203
1,0.28162178,-0.5000959,-0.89996105,-0.047786117,-0.537288,1.1228204,0.007765846,-0.3634361,0.5998731,-0.05636576
1,1.0661632,-1.0533211,-0.8354624,0.1994917,-0.39896795,1.3211086,-0.7087074,-0.5855722,0.29703787,0.26792938
1,1.0554595,-0.8843249,-0.9504022,0.28860092,-0.73010373,1.4908929,-0.3183047,0.08900383,0.75572807,0.46192673
1,0.57905215,-0.9934337,-0.8635073,0.35230848,-0.3916429,1.4149702,-0.48082006,-0.21759689,0.51954854,0.31610295
1,0.7625185,-0.7109999,-0.6844363,0.8082089,-0.711809,1.4481659,-0.17328206,-0.037701637,0.043365397,0.6007686
2,-0.44188577,0.55319023,-0.118166745,-0.26535246,-0.79504627,1.2320117,-0.6183458,-1.182385,0.19985807,-0.10487772
2,-0.22191563,0.71023166,-0.47047696,0.8039266,-0.65422714,1.3074198,0.7878367,-1.7252474,-0.31160036,0.39248428
2,0.68372214,-0.2779968,0.06224384,-0.15924409,-0.9651163,1.2301263,-1.4431261,-0.8101401,0.081174396,-0.4986468
2,0.18842584,-0.22583458,-0.44369835,0.6932776,-0.72272855,1.3033426,-0.45382568,-0.5784949,0.04383234,0.38397798
2,0.7424492,-0.056901798,0.23512891,0.16536242,-0.8716112,1.1091042,-0.78396904,-1.4216024,0.24294414,-0.33536512
2,0.8404896,0.0693368,-0.16549398,0.5207709,-0.6072901,1.3938712,-0.22424886,-1.4900956,-0.22720806,0.19943549
2,0.16412106,-0.28882292,-0.25116792,0.461948,-0.5155211,1.1833212,-1.032075,-0.4644981,0.49887854,-0.511673
2,0.3675941,0.011138234,-0.29531294,0.3417559,-0.66307014,1.2913098,-1.403051,-1.1639801,-0.16612664,0.010888283
2,0.22310184,0.34628078,-0.14150217,-0.024936289,-1.9014792,1.0179659,-1.366187,-0.8527568,-0.37324932,-0.32985425
2,-0.11092243,-0.3436034,-0.9114288,-0.7797894,-1.5378609,0.77682954,-1.5817448,-0.6115864,0.3450412,-0.51745147
2,0.29329145,-0.023643184,-0.09084784,-1.0298696,-1.0441295,0.6023223,-0.7197568,-1.1030881,0.78755856,-0.7951331
2,-0.13176627,0.92284733,-0.012944814,0.5798633,-1.7513734,0.86146307,-0.23447691,-0.73059964,0.34012118,-0.019007867
2,-0.2560792,0.6591579,-0.88183135,0.15228918,-1.4546312,0.77350116,-0.101333305,-1.2025216,-0.22722912,-0.7075087
2,0.34459445,0.11980566,0.32013884,0.31907237,-1.0040585,0.9272956,-0.49986005,-1.5110865,-0.23998606,0.089102745
2,0.3348905,0.9105005,-0.47345278,1.3649677,-0.9760249,0.49870187,0.5125133,-1.5534217,0.5334296,-0.33978578
2,0.33522832,0.16341168,-0.14712177,0.4111638,-0.47971174,1.1047668,-0.51121265,-1.5168215,0.26791528,-0.49432564
2,-0.12302476,-0.6460338,-0.018257339,-0.5434809,-1.3738775,1.1387286,-0.33440205,-0.5402129,0.47400123,0.057768937
2,-0.16297539,0.42702553,-0.57541895,0.2015261,-0.5215163,1.6946651,0.17876233,-0.90722716,-0.09689863,0.40736735
2,0.24675603,0.006521276,-1.0037932,-0.268331,-0.38646775,1.9222604,0.33515668,-0.92021716,-0.35088056,0.2781181
2,0.29104376,0.27192718,-1.0283699,0.21908765,-0.70043105,1.3679817,-0.017177373,-0.9183923,-0.06601821,0.64226013
2,0.19925141,0.7534812,0.14386663,0.48608732,-0.82058716,1.0956877,-0.117550805,-1.305697,0.5194731,-0.08102713
2,0.35720506,0.07620083,-0.04275846,0.031502288,-0.9605486,1.3213761,0.17268984,-1.3542638,0.21384217,-0.77937883
2,-0.37725225,0.018777367,-0.89153165,0.4970635,-0.7986435,1.1525942,0.7081689,-0.7195977,0.1574226,-0.12979203
2,0.2460966,0.06077066,-0.3697009,0.22908673,-0.5055162,1.6573762,0.6700216,-1.1688393,0.0871817,0.48115873
2,0.26522574,-0.19192308,-0.84127593,-0.025450926,-0.8219332,1.2753267,-0.72371054,-0.8850588,0.37331116,0.004467189
2,0.13911803,-0.10783459,-0.3236674,1.1228834,-1.6727946,0.46279037,-0.82772934,-0.6291109,0.3986553,-0.21978286
2,0.22917667,-0.38029552,-1.0096916,0.27711365,-0.55943143,1.4320607,0.072245434,-0.41985777,0.4727709,-0.5419228
2,0.053100295,-0.0009989033,-0.93945754,0.73295504,-0.56442803,1.0020452,0.13087037,-1.0787536,0.14131759,-0.4138141
2,-0.22828068,-0.35252267,-0.55780846,0.15836939,-0.75443757,0.7561017,-0.5931849,-0.55136913,0.8108223,-1.0862836
2,0.3027457,-0.39636892,-0.4547545,0.17908621,-0.69715047,1.2259789,-1.2052916,0.10593053,0.8667855,-0.33622745
2,0.6808199,-0.3106454,-0.606221,0.5329982,-0.48984268,1.0636889,-0.50441885,-0.6807507,0.46863723,-0.29726937
2,0.30741596,0.38909468,-0.8374141,0.8775222,-0.37641436,1.3868448,-0.052425142,-1.5011,-0.10207343,0.29587534
2,0.19280647,0.3670025,-0.3661194,0.40576586,-0.61400825,1.1967497,-0.17708296,-1.5310098,0.33049288,0.082283646
2,0.2111008,0.13767496,-0.47665808,-0.07480702,-1.0625503,1.0318902,-0.28823853,-0.8328658,0.22985172,0.41683665
2,0.38979703,-0.87929535,-0.14319147,0.48385233,-0.6254219,0.9099813,-0.8097698,-1.3187281,0.34239215,-0.12010581
2,0.27608868,-0.9179062,-0.406016,1.1246169,-1.546274,0.35774863,-1.5982963,-0.952814,0.10066469,-0.5907779
2,-0.35894468,0.5631322,-1.1548913,0.06185257,-0.5767372,1.1020375,-0.55166936,-1.3829081,0.62330776,0.15074609
2,0.68046063,0.02096558,-0.49072453,0.6109292,-0.7005141,1.0251864,-0.9123341,-1.249576,0.2624778,-0.72251636
2,-0.3245283,-0.20943223,-0.8765753,-0.0805632,0.14092033,1.4927447,-0.43287072,-1.2103077,1.1067564,-0.39529607
2,0.40071332,-0.8446392,-0.2542766,0.28078097,-0.80747306,1.1095386,-0.40505964,-0.84338194,0.5692922,-0.24093552
2,0.37810767,-0.3538364,-0.07389428,0.36665168,-1.3187094,0.49386966,-0.6197846,-1.4620548,-0.012348377,-0.2646688
2,0.5780642,0.82660234,-0.14391358,1.0505455,-1.0898471,1.0848845,-0.37311837,-1.3186435,0.22320549,0.13031167
2,0.07315641,-0.016269747,-0.19581057,0.25382093,-0.9511435,1.0326194,0.32140425,-0.7213956,0.3908621,-0.07138912
2,0.03210997,0.35175404,-0.4241587,0.12715392,-0.93556255,1.1847079,-0.5199884,-0.6009816,0.35245666,-0.039488737
2,0.1660426,0.40660393,-0.209602,0.39653787,-0.65246934,1.2219481,-0.15634218,-1.0230436,0.41895708,0.7100948
2,-0.54459196,0.03298217,-0.7386179,-0.23849438,-0.5390602,1.04879,0.51699895,-0.57686687,0.6853214,-0.32470345
2,-0.17633992,-0.51763666,-0.7924317,-0.3576847,0.11499191,1.3659534,-0.6244066,-1.0667592,0.78803873,-0.6411494
2,0.39889777,-0.53717166,-0.24566992,0.09325282,-0.34781024,1.1244875,-0.6755617,-0.84608966,0.57941806,-0.10348014
2,0.5672209,-0.12540555,-0.6732196,0.55908227,0.027810344,1.2285911,-0.1406454,-1.2641805,0.5109846,0.0010635401
2,1.2125543,-0.19736487,-0.74553055,0.5619685,0.0064418693,1.2349434,-0.40564647,-1.0939972,0.9351266,-0.260085
2,0.17077269,-0.7966527,-0.81992394,0.2427179,-0.40083596,1.3346891,-0.77214766,-0.3479318,0.6771693,0.28100002
2,0.77154243,0.020289496,-0.5155157,0.95529956,-0.28530508,1.0802156,-0.17598467,-0.5861309,1.0666109,-0.04911434
2,0.024826493,-0.7890642,-0.7989454,0.5835149,-0.06648123,1.2228634,-0.664399,-0.20213702,1.0487667,-0.3033718
2,0.28128907,0.14343749,-1.1709605,0.23803696,-0.20721962,2.1645381,-0.266357,-0.439768,-0.23030174,0.29433155
2,-0.08004084,-0.116971545,-0.3787738,-0.26059526,-1.0158538,1.0345093,0.21843529,-0.81982714,0.49841833,-0.020631034
2,-0.10463103,-0.17874312,-0.69052005,0.67130136,-0.52797914,1.6879642,-0.44694757,-0.5142768,0.084459856,0.51200855
2,0.34739056,0.07727422,-1.1925024,0.023432795,-0.32826835,1.7407621,0.121927686,-0.3797612,0.015888352,0.69616944
2,0.70374113,-0.833987,-0.14484577,0.22891417,0.18701813,1.8261567,-1.2654152,-0.042245794,0.74636096,-0.0688449
2,0.62609655,-0.09699485,-0.4647323,0.6113095,-0.7268981,1.1018645,-0.51269203,-0.4779425,0.483825,-0.33885783
2,0.87530303,-0.64019233,-0.6490745,0.6477481,-0.40756205,1.0306518,-0.633769,-0.83445966,0.99616325,0.016105734
2,0.51503646,-0.48312277,-0.40845,0.005123153,0.0015903922,1.8643687,-0.026976533,-0.9270502,0.57685393,-0.097986415
2,0.22222583,-0.9308279,-0.5379477,0.6106511,-0.5853615,1.0633518,-1.3405199,-0.4886244,0.790722,0.26141918
2,0.2561716,-0.7923737,-0.3037318,-0.15152009,-0.8242953,0.9927406,-1.6083676,-0.5764263,0.78332525,-0.23711635
2,0.64370215,-0.5563357,-0.29082662,0.60471237,-0.5061593,1.0685087,-1.3655293,-0.61624837,0.6395687,-0.47435015
2,0.5544981,-0.6965338,-0.14277686,0.0855671,-1.772606,1.0724838,-1.4731424,-0.5565241,-0.4762808,-0.049917504
2,0.25222564,-0.5304985,0.049233433,1.1658818,-1.2545909,0.4825608,-1.3774549,-0.82936674,0.45923725,-0.5972814
2,0.7045266,-0.39910898,-0.98435867,0.4014828,-0.3567183,0.89089376,-0.7919436,-0.60242933,0.6044171,0.25888067
2,0.94144404,-0.3668444,-0.5750399,0.6920746,-0.72808945,1.2902172,-0.3731207,-0.7583948,0.061869334,0.92603076
2,0.80085695,-1.2340295,-0.2926783,1.0006301,-0.77878225,1.0828686,-0.7637359,-0.4616177,0.028532574,0.008318512
2,0.10135693,0.13359395,-1.1177983,0.4592866,-1.0352701,1.4219881,1.0321664,-0.74016696,0.20915899,-0.36013657
2,-0.10468273,0.5065162,-0.061511196,1.034623,-2.044592,0.6569394,0.15108941,-0.84267455,0.08964107,-0.77572286
2,0.8102225,0.36141115,-0.33905715,0.2756602,-0.8009006,1.3887538,0.07357996,-0.9963455,0.06542605,0.49269703
2,-0.4308488,0.5578031,-0.58528364,0.9182807,-1.456329,0.9178112,0.36374307,-0.90648323,0.3026633,-0.3209475
2,0.342893,0.54498804,-0.22645725,0.82276183,-1.1016237,0.7320382,-0.41046408,-0.81444633,0.8251195,-0.3542835
2,0.2326237,-0.46008623,-0.6362752,0.097474255,-0.15724114,1.5362215,-0.4359352,-0.6413358,0.55075634,0.016443726
2,-0.07795295,0.25374714,-0.59053445,0.36094052,-0.15753667,1.0900344,0.12251536,-1.5521996,0.29647183,0.29002905
2,0.35125667,-0.47279245,-0.92072135,0.5765169,-0.52309245,1.1235777,-0.16993181,-1.261195,0.35379836,0.07191246
2,0.12364155,0.1701918,-0.39666328,0.6834144,-1.3245509,1.4401786,-0.32106847,-0.66279024,-0.7776182,-0.37954387
2,0.1147378,-0.3075561,-0.14977379,0.465431,-1.1287109,1.0980036,-0.9284195,-1.1827104,-0.61289537,-0.7325608
2,1.2271212,0.35513714,-0.3791853,0.9491587,-0.9380436,0.848681,-1.5436457,-1.0729605,0.14120333,-0.7193974
2,0.66396934,-0.2936618,-0.28620535,1.0511627,-1.0877479,0.9353224,-0.13851328,-0.94655174,0.31490493,0.02939286
2,-0.1285453,0.19753681,0.15735681,-0.32556453,-0.74009126,1.6148244,-0.4301664,-0.5224294,0.30693868,-0.2523288
2,-1.1375488,-0.31169572,-0.75036603,-0.40577608,-0.58021694,1.999291,-1.045018,-0.24255615,0.61420834,-0.7161343
2,-0.1924587,-0.5951378,-0.84072983,0.29532817,-0.6970797,1.5386668,-0.10122162,-0.13384221,0.15080158,-0.31979987
2,0.24801616,-0.6388711,0.14792015,-0.38388938,-0.8663704,1.5949107,-0.55661976,-0.64747816,0.0029720971,-0.58582824
2,-0.017824844,-0.94374883,-0.2925703,-0.19784643,-1.0239928,1.5353334,-1.1951911,-0.067523725,0.6649757,-0.7192439
2,-0.02304865,-0.04517085,-0.28145584,-0.34683156,-1.1622617,1.7014563,-0.39000323,0.017078407,0.12780191,-0.097609416
2,0.26719168,0.6391625,-0.8586631,0.8574442,-0.8961568,1.6277473,0.63977903,-0.77453345,0.21643089,0.34625873
2,0.3024129,-0.3739586,-0.49146432,0.52636385,-0.41474548,1.2335284,-0.6419075,-0.5696836,1.2031152,-0.1786695
2,0.5132621,-0.43312064,-0.4729162,0.5359486,-0.09237859,1.8159469,0.27022782,-1.0342848,0.3398018,0.60723674
2,0.33482614,-0.26960975,-0.77363765,0.69152886,0.07513253,1.737952,0.06159647,-0.60120016,0.52130497,-0.3037229
2,0.20245552,-0.09507333,-0.4593221,0.95983523,-0.57719284,1.4888387,0.648233,-1.0140041,0.9457075,0.1477562
2,0.18712711,0.011293069,-0.5414909,-0.16515556,-0.7641978,1.5739564,-0.12008178,-0.5318708,0.015659874,0.043584988
2,0.114565805,0.14171565,-0.4848849,0.100262806,-0.825777,1.3861835,0.3677403,-0.48593292,0.51437795,0.5455828
2,0.808641,-0.56946945,-0.4579785,0.48948276,-0.64110786,1.2321097,0.15659213,-1.2998425,-0.07912085,0.42514664
2,-0.14023665,-0.8088487,-1.0814794,-0.34002984,0.2500701,1.8268335,0.07898095,-0.9100645,0.47898647,0.021285426
2,0.45936844,0.8788079,-0.9249232,0.27839524,-0.3534938,1.9125901,-0.047834974,-0.642734,-0.09809834,0.6516252
2,0.31488988,0.2734313,-0.7259222,0.8046919,-0.8767372,1.0368165,0.47753328,-1.1676122,0.35739657,0.25768146
2,0.5767428,0.39123923,-0.61266315,0.8385563,-0.65665185,1.3198962,0.05012855,-0.8575365,-0.12985377,0.55617964
2,0.16554153,-0.97988373,-1.167067,0.46563238,-0.40003794,1.1939027,-0.6143438,-0.4527838,0.14912067,0.60087025
3,-0.48118442,-1.1273696,0.3190766,-0.23555379,-1.4658128,1.4140813,-1.1676158,-0.3236446,0.27016664,-1.3443823
3,-0.549439,-1.349489,-0.19841336,0.07757863,-0.2600495,1.4378076,-0.3681574,-0.6249008,1.0316103,-0.7596263
3,-0.001907279,-0.4909017,-0.24827315,0.39897883,-1.1141945,0.65577155,-1.0659606,-0.46008295,0.91778255,-1.0382671
3,-0.2499372,-0.9083344,0.08931273,-0.76143783,-0.5788909,1.7418646,-0.7686094,-0.78108555,0.42118546,-0.92860836
3,0.47167677,-0.79256517,-0.35026163,-0.818941,-0.5675721,1.4824913,0.56725425,-0.98504174,0.10322871,0.06483225
3,0.8820089,0.035226844,-0.76859075,0.21903822,0.11334901,1.601425,0.3566053,-0.24146274,0.38148266,0.18148348
3,1.091898,-0.31906134,-0.58137643,-0.18574701,-0.41036758,1.3243777,0.31834275,-1.3734072,0.23310095,-0.5645742
3,0.35303247,-0.45900953,-0.3913995,-0.75151634,-0.5107987,1.136195,-1.0229515,-0.5791692,0.8084797,-0.37250355
3,1.0177377,-0.2982608,0.336207,0.6357956,-0.8542258,0.7997084,-1.3047129,-0.36622068,0.5529874,-1.040303
